,token,cluster,character_dimension_1,character_dimension_2,count,probability,cass_brand,similar_cass_brand
82,sanpellegrino_blood_orange,81,-28.492842,-62.325672,11,0.9999999999999699,sanpellegrino,
83,fuchsia,82,-5.461218,49.939877,11,0.9999999999999699,,
84,awards,83,22.507599,13.033723,11,0.9999999999999699,,
85,derive,84,-37.618633,-15.338414,6,0.9999999999999699,,
86,triggers,85,21.034546,-31.040142,6,0.9999999999999699,,
87,equilibre_parfait_entre,86,48.154522,-9.1269865,6,0.9999999999999699,,
88,black_barrel,87,28.003016,43.63225,11,0.9999999999999699,,
89,northern_lights,88,13.868616,66.11108,11,0.9999999999999699,,
90,joyeux,89,-4.317588,-51.527763,11,0.9999999999999699,,
91,primer,90,25.144875,27.57395,6,0.9999999999999699,,
92,sweet_cherry_limeade,91,14.285077,2.619333,11,0.9999999999999699,,
93,gommage,92,30.615593,27.127445,6,0.9999999999999699,,
94,"irreprochable
organic",93,64.79681,2.1284144,6,0.9999999999999699,,
95,durability,94,30.761726,23.354431,6,0.9999999999999699,,
96,biere_racine,95,-35.19667,-23.068262,6,0.9999999999999699,,
97,excited,96,-16.538355,8.537364,12,0.9999999999999699,,
98,santa_margherita,97,-8.841401,9.711692,12,0.9999999999999699,,
99,formulation,98,-34.69438,14.598896,12,0.9999999999999699,,
100,sacred,99,40.145027,7.687972,6,0.9999999999999699,,
101,coffee_certified_fairtrade,100,13.642383,45.730434,12,0.9999999999999699,,
102,infections,101,-34.48669,19.44621,6,0.9999999999999699,,
103,jasper,102,60.479317,19.440254,6,0.9999999999999699,,
104,cafe_certifie_bioequitable,103,13.902705,45.194675,12,0.9999999999999699,,
105,ambre,104,68.35843,8.162946,12,0.9999999999999699,,
106,discreet,105,53.338253,11.460833,12,0.9999999999999699,,
107,driver,106,-37.82343,-15.329654,6,0.9999999999999699,,
108,heat_things_chill,107,-68.02818,-9.377323,6,0.9999999999999699,,
109,100_capsules,108,-4.4565015,-60.700874,12,0.9999999999999699,,
110,les_roses,109,40.927895,14.321869,6,0.9999999999999699,,
111,sansevieria,110,-26.822332,-24.606195,6,0.9999999999999699,,
112,parallel_49_jerkface,111,-44.25678,-44.649765,6,0.9999999999999699,,
113,pale_lager,112,34.97679,28.751314,12,0.9999999999999699,,
114,aide,113,-32.194298,-31.492327,12,0.9999999999999699,,
115,bathroom,114,46.799934,24.630297,6,0.9999999999999699,,
116,black_panther,115,25.049078,39.920155,6,0.9999999999999699,,
117,worldwide,116,7.088413,25.254345,12,0.9999999999999699,,
118,glass_nonporous_body_safe,117,0.43741673,45.084564,6,0.9999999999999699,,
119,cared_properly_designed_lifetime,118,56.12505,29.911776,6,0.9999999999999699,,
120,regime,119,-30.67673,22.083794,11,0.9999999999999699,,
121,sens,120,37.60991,-35.199554,12,0.9999999999999699,,
122,purpose_cleaner,121,43.731888,18.511784,12,0.9999999999999699,,
123,depots_bouteilles_et,122,-35.045334,-43.74608,12,0.9999999999999699,,
124,les_redevances_includes,123,40.204346,11.943014,12,0.9999999999999699,,
125,cells,124,-39.962566,-34.901478,12,0.9999999999999699,,
126,soda_kem,125,29.905428,48.866047,6,0.9999999999999699,,
127,peace_mind,126,16.84634,-50.63406,6,0.9999999999999699,,
128,brrrrr_bluey_good_incredible,127,-65.827866,33.127533,12,0.9999999999999699,,
129,needle,128,57.78697,-7.8493214,6,0.9999999999999699,,
130,diy_popsicle_tends_fruity,129,5.7415767,-1.2766844,12,0.9999999999999699,,
131,town_square,130,35.629055,46.08405,12,0.9999999999999699,,
132,fuzion,131,-5.546636,23.287367,12,0.9999999999999699,,
133,free_radicals,132,-15.417401,38.021492,6,0.9999999999999699,,
134,served_fricassee_toast,133,32.328045,15.374338,12,0.9999999999999699,,
135,aranciata_san_pellegrino,134,-26.807014,-61.164703,12,0.9999999999999699,san_pellegrino,san_pellegrino_aranciata san_pellegrino_aranciata_rosso
136,melon_hibiscus,135,30.603338,-7.826336,12,0.9999999999999699,,
137,spf_50,136,-23.861431,-49.562458,12,0.9999999999999699,,
138,xia_ri,137,-52.875076,22.652248,12,0.9999999999999699,,
139,music,138,57.510654,39.7138,12,0.9999999999999699,,
140,perrier_water_bottle,139,-34.909927,-48.51719,12,0.9999999999999699,perrier,
141,regulate,140,-27.483458,21.070246,6,0.9999999999999699,,
142,landshark_lager,141,49.55677,0.7350559,6,0.9999999999999699,,
143,aquafina_water_500_ml,142,-36.58734,-26.030128,12,0.9999999999999699,aquafina,
144,la_sublime,143,23.292522,27.302053,6,0.9999999999999699,,
145,artisan_sake_maker,144,28.121391,-29.101315,6,0.9999999999999699,,
146,refreshing_taste_meals_share,145,32.215176,-14.558275,11,0.9999999999999699,,
147,german_pilsner,146,37.02457,-53.500736,11,0.9999999999999699,,
148,shochu,147,-38.047478,25.933819,6,0.9999999999999699,,
149,canned_cider,148,-31.854874,-10.082982,11,0.9999999999999699,,
150,helps_support,149,52.53413,27.641985,11,0.9999999999999699,,
151,bonne_maman,150,-10.809881,-41.944138,11,0.9999999999999699,,
152,tea_strong_bergamont,151,-1.2869457,14.658119,6,0.9999999999999699,,
153,poolside,152,25.61472,-29.61955,6,0.9999999999999699,,
154,500hao_sheng,153,-56.064396,18.1434,6,0.9999999999999699,,
155,conair,154,-19.538128,21.987648,11,0.9999999999999699,,
156,coq10,155,-13.102207,-67.2252,12,0.9999999999999699,,
157,diet_coca,156,4.4958305,56.437744,6,0.9999999999999699,coca,
158,6pk355ml_craft_beer,157,-12.965473,-73.91681,11,0.9999999999999699,,
159,styler,158,33.856087,-53.106857,6,0.9999999999999699,,
160,camelia,159,24.803717,32.505577,6,0.9999999999999699,,
161,aluminium,160,-9.623874,-27.783184,11,0.9999999999999699,,
162,peach_bellini,161,-3.8866289,16.572336,11,0.9999999999999699,,
163,des_iles,162,39.91359,11.417387,11,0.9999999999999699,,
164,fame,163,24.282227,31.106606,6,0.9999999999999699,,
165,malbec_argentina,164,36.524353,-27.653667,11,0.9999999999999699,,
166,709ml,165,-6.9126487,-69.89346,6,0.9999999999999699,,
167,oz_quantity_required,166,31.956573,-1.0332762,11,0.9999999999999699,,
168,tea_strong_bergamot,151,-1.1733817,14.645169,6,0.9999999999999699,,
169,iced_lemon_ribena,167,-14.4942465,24.998838,6,0.9999999999999699,,
170,naya_natural_spring,168,-50.57123,-12.140165,12,0.9999999999999699,,
171,prefecture,169,-37.664776,20.703543,6,0.9999999999999699,,
172,boylans_root_beer,170,-14.448034,61.32789,12,0.9999999999999699,,
173,fearless,171,26.879953,12.662001,12,0.9999999999999699,,
174,chamomile_lemongrass,172,-7.4940343,22.681997,6,0.9999999999999699,,
175,fernie_brewing_hit_deck,173,62.905804,10.669282,12,0.9999999999999699,,
176,league,174,51.790783,35.175983,6,0.9999999999999699,,
177,newcastle_brown_ale,175,39.803875,-8.458249,11,0.9999999999999699,,
178,33_acres_nirvana_ipa,12,-5.372971,-45.011257,6,0.9999999999999699,,
179,eau_embouteillee,176,-33.480774,-43.684097,6,0.9999999999999699,,
180,clip,177,19.914236,32.378067,11,0.9999999999999699,,
181,aaa_boeuf_angus,178,46.92629,35.657925,11,0.9999999999999699,,
182,carlsberg_330_ml,179,-8.423237,-71.21364,6,0.9999999999999699,carlsberg,
183,ping_zhuang,180,-51.52494,17.717636,11,0.9999999999999699,,
184,razors,181,41.427307,4.4716296,11,0.9999999999999699,,
185,bpa_free,182,38.78351,54.363865,11,0.9999999999999699,,
186,canvas,183,25.661266,-46.365467,11,0.9999999999999699,,
187,club_kombucha,184,-10.881868,44.62256,11,0.9999999999999699,club,
188,jet_black,185,24.82365,42.10033,6,0.9999999999999699,,
189,nile_coffee_club,186,14.722066,48.718094,6,0.9999999999999699,club,
190,4_planter_light,187,11.117704,67.56513,11,0.9999999999999699,,
191,cocabrew,188,65.91936,11.037909,11,0.9999999999999699,,
192,cortese,189,35.735554,15.731564,10,0.9999999999999699,,
193,guanshi_mesona_herb,190,-49.896027,18.110138,10,0.9999999999999699,,
194,connu,191,-10.179767,-42.676632,7,0.9999999999999699,,
195,testosterone,192,-19.302246,4.8762684,7,0.9999999999999699,,
196,san_pellegrino_carbonated_mineral,193,-29.640007,-59.123592,7,0.9999999999999699,san_pellegrino,
197,jim_beam_single_barrel,194,28.05771,44.263268,10,0.9999999999999699,,
198,peardrax,195,24.522694,12.992847,10,0.9999999999999699,,
199,scrubbing_bubbles,196,-65.30943,-30.267647,7,0.9999999999999699,,
200,nourish_body,197,-0.79021406,47.740982,7,0.9999999999999699,,
201,entre_amis,198,18.9702,26.965553,7,0.9999999999999699,,
202,molson_canadian_cold_shots,199,-3.7069123,-69.24838,10,0.9999999999999699,,
203,origine,200,18.944393,-31.986038,10,0.9999999999999699,,
204,monster_energy_boisson_energisante,201,54.40135,-36.465992,10,0.9999999999999699,monster,
205,dominion_city,202,-26.11814,9.710665,10,0.9999999999999699,,
206,filtered_black,203,40.56966,-2.8000689,10,0.9999999999999699,,
207,mountain_dew_mountain_dew,204,-14.311521,-55.61755,10,0.9999999999999699,mountain_dew,mountain_dew_spark mountain_dew_default mountain_dew_spark mountain_dew
208,calypso_grape_berry,205,-1.356351,6.713036,10,0.9999999999999699,,
209,erdinger,206,-44.918068,35.956715,7,0.9999999999999699,,
210,mate_libre_original,207,19.601454,-33.578,7,0.9999999999999699,,
211,roast_340g,208,8.537114,-22.194952,7,0.9999999999999699,,
212,ca_phe_da,209,-43.5386,-64.90201,10,0.9999999999999699,,
213,flying_monkeys,210,-0.2347373,-23.09195,7,0.9999999999999699,,
214,methode,211,-44.455753,26.20914,7,0.9999999999999699,,
215,help_reduce,212,54.01722,29.303558,10,0.9999999999999699,,
216,cinema,213,30.436672,-27.80162,10,0.9999999999999699,,
217,strong_dark,214,-25.114513,0.6431978,10,0.9999999999999699,,
218,pure_clean,215,44.19682,20.390842,7,0.9999999999999699,,
219,100_degc_np_utilisations,216,23.339321,-69.967674,10,0.9999999999999699,,
220,monastrell,217,-36.928276,-5.3060064,7,0.9999999999999699,,
221,soft_hands,218,52.530006,1.4657179,10,0.9999999999999699,,
222,dads_blue,219,21.373491,5.3157706,7,0.9999999999999699,,
223,lash,220,31.447989,37.67598,10,0.9999999999999699,,
224,north_east,221,1.7562772,36.983814,7,0.9999999999999699,,
225,provence_france,222,33.89261,4.3942766,10,0.9999999999999699,,
226,bulls_head,223,36.218338,32.627228,7,0.9999999999999699,,
227,villa_teresa_rose,224,39.76662,14.960481,10,0.9999999999999699,,
228,expressions,225,30.519615,10.556555,7,0.9999999999999699,,
229,okay,226,-24.249125,27.382223,10,0.9999999999999699,,
230,corona_bottles,227,-35.55983,-49.51352,10,0.9999999999999699,,
231,san_pellegrino_boisson_petillante,228,-27.96233,-56.816917,7,0.9999999999999699,san_pellegrino,
232,gemma_di_luna_moscato,229,-17.410292,49.487064,10,0.9999999999999699,,
233,amarone,230,-17.473389,5.795352,7,0.9999999999999699,,
234,montrealais,231,18.72839,27.93784,10,0.9999999999999699,,
235,erection,232,-34.710968,18.84112,7,0.9999999999999699,,
236,holi,233,-33.93765,0.59318876,7,0.9999999999999699,,
237,blue_buck_ale,234,24.363977,5.983483,10,0.9999999999999699,,
239,astringent,236,-10.078261,-8.826163,10,0.9999999999999699,,
240,arthritis,237,-34.65974,8.752066,10,0.9999999999999699,,
241,gardenia,238,21.456509,14.849283,7,0.9999999999999699,,
242,base_poudre,239,48.935062,13.843113,7,0.9999999999999699,,
243,baileys_almande_almond,240,17.778103,56.52832,10,0.9999999999999699,,
244,100_degc_nb_steeps,241,23.34061,-69.97106,10,0.9999999999999699,,
245,special_formula_contains,242,-10.95145,-48.687656,10,0.9999999999999699,,
246,outsole,243,-33.67469,-37.824112,10,0.9999999999999699,,
247,1_x_200ml_68,244,-13.068833,-70.5093,7,0.9999999999999699,,
248,compagnie,245,35.10971,23.023132,10,0.9999999999999699,,
249,minimize,246,-45.921837,31.541023,10,0.9999999999999699,,
250,boisson_petillante,247,-28.083626,-55.97758,7,0.9999999999999699,,
251,reasons,248,22.726921,20.617525,10,0.9999999999999699,,
252,20_ibu,249,-2.045315,-63.714893,7,0.9999999999999699,,
253,lonetree_apple,250,-30.041971,-7.125816,7,0.9999999999999699,,
254,molson_canadian_330_ml,251,-4.0272856,-69.26245,10,0.9999999999999699,,
255,maxwell_house_ground,252,4.214555,31.608868,10,0.9999999999999699,,
256,hes,253,35.575336,36.36671,10,0.9999999999999699,,
257,creemore_lager,254,1.8898157,-30.194405,7,0.9999999999999699,,
258,flemish,255,10.861848,22.598297,7,0.9999999999999699,,
259,selection_fait_concentre,256,19.998875,25.07566,7,0.9999999999999699,,
260,que_ce,257,33.89884,43.19429,7,0.9999999999999699,,
261,mendoza,258,16.814234,-20.342813,10,0.9999999999999699,,
262,cleanses,259,43.101856,20.946587,10,0.9999999999999699,,
263,little_trees,260,36.21151,-5.200901,7,0.9999999999999699,,
264,handsfree,261,51.697037,1.788096,7,0.9999999999999699,,
265,extensive,262,17.299807,-24.740911,7,0.9999999999999699,,
266,cafe_decafeine,263,21.457352,47.565414,10,0.9999999999999699,,
267,boosting,264,-33.934742,5.121371,10,0.9999999999999699,,
268,evolved,265,-19.080103,-28.176842,10,0.9999999999999699,,
269,nestle_purelife_water,266,37.298607,-6.8935227,7,0.9999999999999699,,
270,research,267,37.79181,15.319966,10,0.9999999999999699,,
271,italys,268,-42.01147,-22.381317,7,0.9999999999999699,,
272,noir_la_peche,269,-8.649825,14.278683,7,0.9999999999999699,,
273,gehringer,270,-34.79127,9.470015,10,0.9999999999999699,,
274,apaisant,271,-22.184744,-26.25626,10,0.9999999999999699,,
275,vous_serez,272,73.67748,-2.9164183,10,0.9999999999999699,,
276,moose_head_lager,273,35.83339,31.244265,10,0.9999999999999699,,
277,1884,274,17.69035,-69.26832,10,0.9999999999999699,,
278,pilsner_old,275,37.863926,-53.55255,10,0.9999999999999699,,
279,378l,276,-18.825977,-48.490486,10,0.9999999999999699,,
280,tuborg_gold,277,4.1070004,-23.962566,10,0.9999999999999699,,
281,syrah_750ml,278,-9.70752,-65.68384,10,0.9999999999999699,,
282,bodies,279,-40.754734,29.219458,10,0.9999999999999699,,
283,positive,280,-39.00666,-13.671605,10,0.9999999999999699,,
284,sauvignon_blanc_new_zealand,281,38.788647,-12.0206175,7,0.9999999999999699,,
285,prostate,282,-28.309208,5.61214,11,0.9999999999999699,,
286,bottega_gold,283,-38.157505,-51.489853,11,0.9999999999999699,,
287,touching_raw_pet_food,284,-7.1374364,47.519993,11,0.9999999999999699,,
288,nestea_glace_au_citron,285,-46.148933,-38.489906,11,0.9999999999999699,nestea,
289,extremely_rare,286,34.7036,-16.14548,7,0.9999999999999699,,
290,java_monster_mean_bean,287,45.695484,-46.551926,11,0.9999999999999699,monster,
291,seeking,288,-7.15068,-31.401821,7,0.9999999999999699,,
292,refrigerate_leftovers_immediately_discard,289,13.3646345,33.62493,11,0.9999999999999699,,
293,faxe,290,78.33391,12.612171,7,0.9999999999999699,,
294,offre_une,291,43.04245,34.35942,11,0.9999999999999699,,
295,nilgiri_tea,292,-27.067654,26.97157,7,0.9999999999999699,,
296,notes_high_altitude,293,-59.904587,25.814718,7,0.9999999999999699,,
297,use_wash_hands,294,52.520504,1.957087,11,0.9999999999999699,,
298,non_carbonated,295,33.2413,-31.655848,7,0.9999999999999699,,
299,25_ibu,296,-1.5674806,-63.781887,11,0.9999999999999699,,
300,stappi,297,-1.6035995,-31.496832,11,0.9999999999999699,,
301,"you
",298,-15.999684,-29.572422,11,0.9999999999999699,,
302,brio_soda,299,-42.830036,43.966724,7,0.9999999999999699,,
303,rock_creek_pear_cider,300,-31.719822,-9.457946,11,0.9999999999999699,,
304,kuang_quan_shui,301,-52.84867,17.082087,11,0.9999999999999699,,
305,natural_hair,302,-49.48283,-12.341778,11,0.9999999999999699,,
306,bouteille_boisson_gazeuse,303,-35.720627,-41.996956,11,0.9999999999999699,,
307,suntory,304,-24.550085,-37.523537,11,0.9999999999999699,,
308,la_marca_rose,305,38.962692,15.187825,11,0.9999999999999699,,
309,creemore,306,1.9212703,-30.11827,11,0.9999999999999699,,
310,eau_claire_cherry,307,16.888424,30.183897,11,0.9999999999999699,,
311,hair_diagram_bold_hold,308,60.377865,13.3835745,6,0.9999999999999699,,
312,effectively,309,-36.707912,22.36922,11,0.9999999999999699,,
313,nipple,310,-0.14970355,-19.939674,11,0.9999999999999699,,
314,die_dou,311,-7.7030396,49.61711,6,0.9999999999999699,,
315,10ml,312,-12.42271,-68.17304,11,0.9999999999999699,,
316,glace_la_peche,313,-8.440211,14.11507,11,0.9999999999999699,,
317,speeds,314,56.590755,-5.941035,11,0.9999999999999699,,
318,noodle_soup_cup_aware,315,17.387936,15.101832,6,0.9999999999999699,,
319,fu_ke,316,29.975765,48.639194,11,0.9999999999999699,,
320,goals,317,8.191617,-29.625826,6,0.9999999999999699,,
321,heinken,318,-17.707182,-75.62572,11,0.9999999999999699,,
322,founded,319,-12.82316,-51.677715,11,0.9999999999999699,,
323,device,320,-28.824265,-27.617556,11,0.9999999999999699,,
324,bold_refreshing_robust_cola,321,32.679214,-16.805567,11,0.9999999999999699,cola,
325,shares,322,48.0384,-1.8714877,7,0.9999999999999699,,
326,felt,323,24.36057,48.73411,7,0.9999999999999699,,
327,walking,324,-10.663622,-36.444008,11,0.9999999999999699,,
328,toy_cleaner_warm,325,44.36678,21.387968,7,0.9999999999999699,,
329,strange,326,-10.221343,-9.473698,11,0.9999999999999699,,
330,member,327,16.028997,33.19036,11,0.9999999999999699,,
331,cutting_boards_utensils_soap,328,15.700431,-24.714352,11,0.9999999999999699,,
332,november,329,16.028885,33.329594,11,0.9999999999999699,,
333,daromes,330,-18.668419,40.033928,11,0.9999999999999699,,
334,noble_hops,331,-20.362083,45.245075,7,0.9999999999999699,,
335,muskoka_mad_tom,332,-24.236607,27.42244,11,0.9999999999999699,,
336,happy_birthday_balloon,333,44.031273,40.04782,7,0.9999999999999699,,
337,eska_bottled_water,334,-34.339725,-49.634968,11,0.9999999999999699,,
338,footbed,335,-11.25883,65.526146,7,0.9999999999999699,,
339,makers_mark_46,336,29.47196,-28.831474,11,0.9999999999999699,,
340,marques,337,-6.718617,70.035225,7,0.9999999999999699,,
341,loreal_paris,338,20.394146,-47.756104,11,0.9999999999999699,,
342,san_pellegrino_eau_petillante,339,-27.987738,-57.340733,11,0.9999999999999699,san_pellegrino,
343,toner,340,-18.452686,5.771367,11,0.9999999999999699,,
344,arnold_palmer,341,57.098274,14.210229,11,0.9999999999999699,,
345,sushi_shops,342,-19.662498,43.116447,7,0.9999999999999699,,
346,inches_super,343,30.004921,19.458147,11,0.9999999999999699,,
347,bottega,344,-38.119064,-51.459644,7,0.9999999999999699,,
348,puerh_tea,345,1.0788138,26.28458,11,0.9999999999999699,,
349,puissant,346,56.086468,-39.325027,11,0.9999999999999699,,
350,london_dry,347,18.416815,-19.947275,11,0.9999999999999699,,
351,limage,348,30.755095,27.187061,7,0.9999999999999699,,
352,high_grown,349,47.286125,6.628638,7,0.9999999999999699,,
353,bubly_blackberry_sparkling_water,350,-48.748116,-0.6393544,11,0.9999999999999699,bubly,
354,organic_adaptogenic,351,64.15469,-0.62637794,11,0.9999999999999699,,
355,dull,352,50.545765,41.150978,11,0.9999999999999699,,
356,michael_david,353,-32.64528,-29.57963,11,0.9999999999999699,,
357,glide,354,-33.68597,-32.23972,11,0.9999999999999699,,
358,vous_fera,355,73.67443,-2.943356,7,0.9999999999999699,,
359,cabernetsauvignon,356,38.73174,-12.98573,11,0.9999999999999699,,
360,elles,357,-38.735073,-37.722004,11,0.9999999999999699,,
361,en_verre,358,-16.73852,25.406677,11,0.9999999999999699,,
362,scout,359,-31.456654,-39.87933,11,0.9999999999999699,,
363,luso,360,27.898262,-34.07108,11,0.9999999999999699,,
364,revolutionary,361,-26.526651,12.583187,11,0.9999999999999699,,
365,scotch_ale,362,-16.352648,34.084236,11,0.9999999999999699,,
366,african_pride_moisture_miracle,363,-62.294937,-13.72379,7,0.9999999999999699,,
367,cares,364,47.787376,-2.6374557,7,0.9999999999999699,,
368,pur_a100_sauf_pour,365,0.48319772,-48.045925,7,0.9999999999999699,,
369,pampers,366,-40.72584,3.8034914,7,0.9999999999999699,,
370,faits_avec_boeuf_canadien,367,46.83667,35.605362,7,0.9999999999999699,,
371,letting,368,-36.49348,3.290766,7,0.9999999999999699,,
372,fleshlight,369,14.314758,67.47073,7,0.9999999999999699,,
373,fixed_sugar_level,370,41.081642,52.955597,11,0.9999999999999699,,
374,extension,371,16.86043,-24.652306,7,0.9999999999999699,,
375,20_ct,372,-2.9241304,-63.551807,11,0.9999999999999699,,
376,easy_going,373,25.425758,23.201965,7,0.9999999999999699,,
377,burger_saucisse_europeenne,374,21.988808,-12.306151,7,0.9999999999999699,,
378,la_marque,375,-6.720535,70.02802,7,0.9999999999999699,,
379,donna,376,-10.674167,-43.746128,12,0.9999999999999699,,
381,san_benedetto_spring,378,-62.258442,2.231105,6,0.9999999999999699,,
382,liner,379,-43.2338,-13.2017975,13,0.9999999999999699,,
383,beer_450,380,-0.5086318,-73.41845,13,0.9999999999999699,,
384,energy_drink_250ml,381,50.02347,-23.379358,13,0.9999999999999699,,
385,coconut_milk_blue_spirulina,382,-4.4906645,-41.83095,6,0.9999999999999699,,
386,expertly_crafted,383,69.40289,-9.938583,6,0.9999999999999699,,
388,eska_petillante,385,-29.102068,-54.109634,13,0.9999999999999699,,
389,disinfectant,386,-34.618706,19.848413,13,0.9999999999999699,,
390,surfaces,387,49.771244,-53.63685,13,0.9999999999999699,,
391,kiju,388,-29.492863,-48.171066,13,0.9999999999999699,,
392,budweiser_341ml,389,-9.243843,-76.35743,13,0.9999999999999699,,
