,token,cluster,character_dimension_1,character_dimension_2,count,probability,cass_brand,similar_cass_brand
97,loosen,96,51.23567,24.056133,5,0.9999999999999699,,
98,"
released_usa",97,28.08474,64.20163,15,0.9999999999999699,,
99,contributes,98,-53.987156,23.277134,7,0.9999999999999699,,
100,electric,99,19.070627,18.185045,8,0.9999999999999699,,
101,injury,100,-2.0864167,-23.673794,6,0.9999999999999699,,
102,clinical,101,1.9011543,5.8988104,9,0.9999999999999699,,
103,fils,102,-21.48221,31.250263,8,0.9999999999999699,,
104,532,103,19.865265,86.69533,6,0.9999999999999699,,
105,hot_chilled_fast,104,19.029701,34.79664,6,0.9999999999999699,,
106,owl,105,53.43241,-45.974663,5,0.9999999999999699,,
107,beechworth,106,13.884289,72.15638,12,0.9999999999999699,,
108,claratyne_hayfever_allergy_relief,107,-26.315744,32.83094,11,0.9999999999999699,,
109,359,108,15.110612,86.17568,13,0.9999999999999699,,
110,"coonawarra_australia_750ml

alcohol_licensee",109,-1.7978191,69.18783,15,0.9999999999999699,,
111,3_layer_cotton,110,33.554173,21.136824,7,0.9999999999999699,,
112,raw_vine,111,34.65042,25.203753,11,0.9999999999999699,,
113,campari_700ml,112,60.024208,-0.17015047,21,0.9999999999999699,,
114,adapter,113,18.973425,-33.832985,11,0.9999999999999699,,
115,amsterdam,114,30.099823,-13.412406,5,0.9999999999999699,,
116,specifically_formulated,115,-1.5081105,27.991358,5,0.9999999999999699,,
117,james_squire,116,59.254894,-29.61796,30,0.9999999999999699,,
118,"
f2",117,79.18004,32.729202,5,0.9999999999999699,,
119,"
f3",118,79.18004,32.729202,5,0.9999999999999699,,
120,lullaby,119,53.531742,51.92408,6,0.9999999999999699,,
121,archie_rose,120,43.46703,43.25598,7,0.9999999999999699,,
122,original_sailor_jerry,121,-1.9796978,-18.528898,9,0.9999999999999699,,
123,producer,122,-17.683002,39.057568,34,0.9999999999999699,,
124,700_ml_40_alcohol,123,2.301778,76.65917,17,0.9999999999999699,,
125,gin_700ml,124,59.965477,-0.7193377,156,0.9999999999999699,,
126,nivea_body_lotion,125,36.269108,7.531255,12,0.9999999999999699,,
127,aged_12_years,126,67.43136,29.863148,7,0.9999999999999699,,
128,teat,127,29.050728,5.8688397,13,0.9999999999999699,,
129,moisturises,128,33.898727,-11.068283,8,0.9999999999999699,,
130,finale,129,1.1000842,-16.569658,6,0.9999999999999699,,
131,jose_cuervo_silver,130,63.873444,-19.054447,5,0.9999999999999699,,
132,cellaring,131,26.307178,33.529076,5,0.9999999999999699,,
133,gatorade_blue_bolt,132,-15.810199,-31.386953,41,0.9999999999999699,gatorade,gatorade_fierce_blue_bolt
134,debut,133,-54.529076,22.582764,5,0.9999999999999699,,
135,classic_rock_tracklist,134,40.646072,69.04759,11,0.9999999999999699,,
136,rinse,135,-16.01702,45.146854,30,0.9999999999999699,,
137,ale_6pack,136,11.991764,78.3149,11,0.9999999999999699,,
138,parliament,137,20.964958,30.026829,5,0.9999999999999699,,
139,raid,138,2.402106,12.153407,7,0.9999999999999699,,
140,nikka_barrel,139,14.286936,14.079676,7,0.9999999999999699,,
141,molecola,140,-43.633076,31.134693,7,0.9999999999999699,,
142,shiraz_2017,141,25.864067,68.91176,8,0.9999999999999699,,
143,red_label,142,57.205257,44.22707,48,0.9999999999999699,,
144,breathing,143,30.359497,6.299175,8,0.9999999999999699,,
145,weather,144,28.64376,7.5664606,25,0.9999999999999699,,
146,"jazz_

tracklist
a1",145,41.261684,67.18436,5,0.9999999999999699,,
147,gatorade_blue_bolt_600,132,-15.7974615,-31.33448,9,0.9999999999999699,gatorade,gatorade_fierce_blue_bolt
148,btl_6pk,146,11.924827,78.47655,10,0.9999999999999699,,
149,central_valley_chile,147,-1.3328032,55.289577,5,0.9999999999999699,,
150,creamy_mouthfeel,148,-13.580965,59.965477,5,0.9999999999999699,,
151,assisting,149,-40.658993,6.4983416,5,0.9999999999999699,,
152,chandon_vintage_brut,150,37.851166,29.393444,8,0.9999999999999699,,
153,rock_pop,151,36.208725,71.196304,5,0.9999999999999699,,
154,"
a2_dont",152,-31.684155,54.07985,5,0.9999999999999699,,
155,chandon,153,40.564426,30.230474,7,0.9999999999999699,,
156,dunes,154,26.55805,-17.911936,7,0.9999999999999699,,
157,unfiltered,155,-21.043715,31.772854,12,0.9999999999999699,,
158,apr,156,-53.353657,-19.75674,6,0.9999999999999699,,
159,gatefold_yes,157,30.610567,63.973736,6,0.9999999999999699,,
160,sunglasses,158,31.344652,-14.2372055,9,0.9999999999999699,,
161,san_pellegrino_natural_mineral,159,14.45253,8.286247,16,0.9999999999999699,san_pellegrino,
162,patron_silver_tequila,160,61.97974,-15.402645,16,0.9999999999999699,,
163,mcg,161,22.313522,-11.74897,15,0.9999999999999699,,
164,lightweight,162,0.67073315,-25.738949,13,0.9999999999999699,,
165,skyy_vodka_700ml,163,65.68409,-4.847966,34,0.9999999999999699,,
166,brown_brothers_prosecco_rose,164,43.318054,38.243053,9,0.9999999999999699,,
167,label,165,57.26581,44.251484,159,0.9999999999999699,,
168,growth,166,10.889309,15.098162,20,0.9999999999999699,,
169,uyeki,167,-21.922453,78.55293,5,0.9999999999999699,,
170,vocal,168,-14.956137,14.491856,5,0.9999999999999699,,
171,hydrochloride,169,-35.63604,14.894829,12,0.9999999999999699,,
172,barossa_valley_south_australia,170,-0.059584465,60.564198,13,0.9999999999999699,,
173,suntory_premium,171,-36.51847,3.3537197,6,0.9999999999999699,,
174,chivas_regal_18_year,172,69.35626,32.405724,13,0.9999999999999699,,
175,single_malt_scotch,173,67.073044,18.198872,14,0.9999999999999699,,
176,qing_ji,174,17.508005,-9.909374,9,0.9999999999999699,,
177,joes_classics_juice,175,-39.75248,9.43746,17,0.9999999999999699,,
178,brut_cuvee,176,36.076256,33.055996,16,0.9999999999999699,,
179,starward_twofold_double,177,74.9153,-11.131867,7,0.9999999999999699,,
180,elevate,178,-11.854458,16.742342,9,0.9999999999999699,,
181,yellow_tail_prosecco_prosecco,179,45.173958,46.49011,6,0.9999999999999699,,
182,russian_standard_vodka,180,68.12593,-8.398883,20,0.9999999999999699,,
183,clarity,181,-24.90401,32.5788,16,0.9999999999999699,,
184,shoes,182,61.265568,-42.62236,16,0.9999999999999699,,
185,free_radicals,183,26.450928,-9.170661,7,0.9999999999999699,,
186,bacardi_white_rum_700ml,184,59.258186,-7.642657,14,0.9999999999999699,,
187,crash,185,36.266277,-1.1497958,10,0.9999999999999699,,
188,oat_milk_minor_figures,186,34.911694,-42.39941,10,0.9999999999999699,,
189,nero_davola,187,-59.519745,38.993534,8,0.9999999999999699,,
190,jip_jip_rocks,188,20.396765,21.04716,10,0.9999999999999699,,
191,355,189,16.332949,83.69903,20,0.9999999999999699,,
192,petit_chablis,190,-0.7253866,38.689632,5,0.9999999999999699,,
193,dish_washing_liquid,191,39.83612,0.61604667,5,0.9999999999999699,,
194,black_douglas,192,66.61138,11.097464,17,0.9999999999999699,,
195,panthenol,193,16.374985,27.369516,5,0.9999999999999699,,
196,antipodes,194,6.2610135,-1.9804276,12,0.9999999999999699,,
197,buller,195,-23.218927,11.299314,6,0.9999999999999699,,
198,et_al,196,-9.036732,67.30108,6,0.9999999999999699,,
199,lilac,197,19.128656,31.457226,6,0.9999999999999699,,
200,violets,198,-62.12978,-2.36263,7,0.9999999999999699,,
201,1971,199,58.47182,28.940763,6,0.9999999999999699,,
202,shower_gel,200,-12.391825,-27.32303,20,0.9999999999999699,,
203,sierra_silver_tequila,160,62.58226,-15.834319,11,0.9999999999999699,,
204,lotus_flower,201,6.180033,14.5986185,8,0.9999999999999699,,
205,sunsilk,202,-66.50887,6.3824973,10,0.9999999999999699,,
206,capt_morgan_spiced,203,-16.781067,5.7599716,7,0.9999999999999699,,
207,238,204,17.035091,87.79821,12,0.9999999999999699,,
208,moet_chandon_imperial,205,40.221275,28.238443,12,0.9999999999999699,,
209,thomas_goss,206,26.902203,-48.167107,6,0.9999999999999699,,
210,darenberg,207,-74.253845,-6.54445,10,0.9999999999999699,,
211,guinness_extra_stout,208,-48.835266,20.654507,15,0.9999999999999699,,
212,dare_sparkling,209,2.128831,-5.114353,7,0.9999999999999699,,
213,shiraz_yarra_valley,210,3.0311744,57.282482,7,0.9999999999999699,,
214,worn,211,6.39934,47.043102,9,0.9999999999999699,,
215,poor_toms_sydney,212,26.714,-63.25479,5,0.9999999999999699,,
216,xing,213,7.191403,7.2345724,34,0.9999999999999699,,
217,wallet,214,5.143764,51.482758,7,0.9999999999999699,,
218,cab_sauvignon,215,20.923786,54.3371,10,0.9999999999999699,,
219,condom,216,42.369038,21.796852,34,0.9999999999999699,,
220,monkey_shoulder_scotch,60,73.98712,10.747134,11,0.9999999999999699,,
221,shaw_smith,217,23.359375,46.554626,16,0.9999999999999699,,
222,rich_bodied,218,25.797495,-12.802418,6,0.9999999999999699,,
223,bunnamagoo,219,58.730896,-34.63653,10,0.9999999999999699,,
224,blue_agave,220,-0.055144496,46.254997,6,0.9999999999999699,,
225,pores,221,13.35659,3.0066452,6,0.9999999999999699,,
226,sensitivity,222,-3.0104887,37.64569,11,0.9999999999999699,,
227,maintains,223,-27.753553,41.035007,8,0.9999999999999699,,
228,carb_lager,224,31.777124,28.39462,15,0.9999999999999699,,
229,deeper,225,3.793985,-18.357906,11,0.9999999999999699,,
230,cotton_buds,226,31.706427,22.307844,7,0.9999999999999699,,
231,performance,227,-8.899318,42.84879,30,0.9999999999999699,,
232,1_tablet_dissolved,228,50.05309,13.0210705,5,0.9999999999999699,,
233,established,229,42.43581,6.1247597,12,0.9999999999999699,,
234,430,230,23.844776,84.69595,15,0.9999999999999699,,
235,"

tracklist
a",231,41.063454,67.319595,6,0.9999999999999699,,
236,records_artist,232,-29.313248,63.182182,15,0.9999999999999699,,
237,canada,233,14.477829,-34.44487,30,0.9999999999999699,,
238,impressed_cold_pressed,234,-28.169468,22.872965,13,0.9999999999999699,impressed,
239,jdaniel_gentleman_jack,235,54.163074,31.775787,6,0.9999999999999699,,
240,prior_use,236,-17.04183,31.189528,6,0.9999999999999699,,
241,dilmah_extra,237,-48.450283,18.612577,8,0.9999999999999699,,
242,"2018_
genres",238,29.891687,71.72635,6,0.9999999999999699,,
243,grime,239,28.596535,-40.454567,5,0.9999999999999699,,
244,wild_turkey_bourbon_whiskey,240,75.97146,3.1228514,17,0.9999999999999699,,
245,suntory_boss,241,33.679935,-31.248974,17,0.9999999999999699,,
246,quartz,242,-24.733355,-63.41467,8,0.9999999999999699,,
247,black_douglas_scotch_whisky,243,67.38314,10.918067,22,0.9999999999999699,,
248,tullamore_dew_blended,244,72.198296,7.764596,7,0.9999999999999699,,
249,spice_girls,245,3.1050973,-35.329033,5,0.9999999999999699,,
250,infuser,246,-23.115107,41.700512,6,0.9999999999999699,,
251,electronic_hip_hop,247,19.688704,19.457153,5,0.9999999999999699,,
252,chabottle,248,10.412619,71.85084,6,0.9999999999999699,,
253,lp_limited_edition,249,-19.23428,16.625845,10,0.9999999999999699,,
254,"
b10",250,51.462177,62.81762,9,0.9999999999999699,,
255,direction,251,-3.9879756,29.612955,5,0.9999999999999699,,
256,lanolin,252,17.945961,27.184269,7,0.9999999999999699,,
257,spirit_700ml,253,59.069256,0.5212865,7,0.9999999999999699,,
258,la_vieille_ferme_rose,254,41.691475,41.91207,13,0.9999999999999699,,
259,yuanqi_forest,255,41.714348,-36.37116,5,0.9999999999999699,,
260,shaving_gel,256,20.57594,5.049826,6,0.9999999999999699,,
261,silver_tequila,160,62.476555,-15.765128,5,0.9999999999999699,,
262,electronic,257,19.152569,18.380608,11,0.9999999999999699,,
263,multipurpose_cleaner,258,38.1841,-15.665519,5,0.9999999999999699,,
264,ajax,259,41.275463,-15.503023,15,0.9999999999999699,,
265,brands_laira_blockers_cabernet,260,24.848127,59.654224,10,0.9999999999999699,,
266,alcoholfree,261,-0.98361987,78.177315,13,0.9999999999999699,,
267,study,262,63.25382,36.900536,9,0.9999999999999699,,
268,insole,263,-13.676595,46.711723,5,0.9999999999999699,,
269,hydrate,264,-7.3790636,24.299265,26,0.9999999999999699,,
270,nonirritating,265,-0.38011065,23.022377,5,0.9999999999999699,,
272,time_year,267,66.17631,31.487505,5,0.9999999999999699,,
273,margaret_river_western_australia,268,-1.4760495,63.73896,5,0.9999999999999699,,
274,double_wall_glass,269,62.642345,16.009403,7,0.9999999999999699,,
275,"
released_australia",270,-0.30326414,63.909344,21,0.9999999999999699,,
276,grant_burge_5th_generation,271,47.460274,40.39923,40,0.9999999999999699,,
277,active,272,-0.27272522,35.545208,115,0.9999999999999699,,
278,reserve_shiraz,273,19.770296,43.939487,10,0.9999999999999699,,
279,washing,274,35.67768,0.82946604,12,0.9999999999999699,,
280,mount_gay_eclipse,275,-37.48089,39.25117,7,0.9999999999999699,,
281,old_vine_grenache,276,34.9265,24.551645,7,0.9999999999999699,,
282,powerade_zero_berry,277,-11.540482,-31.894085,15,0.9999999999999699,powerade,powerade_zero powerade_zero_berry_ice powerade_zero_grape
283,235,278,16.820238,86.98722,17,0.9999999999999699,,
284,vera,279,-15.081154,28.645384,52,0.9999999999999699,,
285,andrew_garrett_sparkling,280,24.247293,-5.2397766,11,0.9999999999999699,,
286,plays,281,55.095818,-18.553165,8,0.9999999999999699,,
287,matrix,282,58.69527,-14.012525,9,0.9999999999999699,,
288,446,283,25.255327,89.273285,6,0.9999999999999699,,
289,kickstarter,284,-16.662388,1.449554,12,0.9999999999999699,,
290,intimate_area,285,-6.1470857,0.83679074,6,0.9999999999999699,,
291,multipurpose_antibacterial,286,9.94976,27.523634,6,0.9999999999999699,,
292,quality_bags,287,-22.84549,34.162766,7,0.9999999999999699,,
293,"100g

always_read_label_follow",288,53.52575,48.230667,6,0.9999999999999699,,
294,ruled,289,-65.80307,33.83972,5,0.9999999999999699,,
295,jose_cuervo_especial_reposado,290,63.194057,-19.237885,11,0.9999999999999699,,
296,breathe,291,29.580688,6.5770307,7,0.9999999999999699,,
297,uva,292,17.099155,59.074497,7,0.9999999999999699,,
298,yarra_valley_australia_750,293,0.47706503,59.106056,7,0.9999999999999699,,
299,bombay_sapphire_gin_700,294,54.01786,3.2558777,6,0.9999999999999699,,
300,refreshed,295,8.293854,-18.308237,11,0.9999999999999699,,refresh
301,blisters,296,-3.8646467,9.1168585,5,0.9999999999999699,,
302,showcase,297,-12.875148,-26.86397,6,0.9999999999999699,,
303,battle_bosworth,298,13.481598,72.139435,8,0.9999999999999699,,
304,blackmans,299,23.76997,26.838324,5,0.9999999999999699,,
305,680_ml,300,3.5761933,71.93729,28,0.9999999999999699,,
306,nerves,301,52.505703,15.358309,6,0.9999999999999699,,
307,water_based_lubricant,302,17.028347,-22.446259,28,0.9999999999999699,,
308,extended_remix,303,-13.92306,26.04283,5,0.9999999999999699,,
309,clothing,304,32.02091,8.189324,5,0.9999999999999699,,
310,tanqueray_gin_700ml,305,55.593605,-2.1747026,22,0.9999999999999699,,
311,brookies_dry_gin,306,52.06511,0.24151923,5,0.9999999999999699,,
312,producers,122,-17.679146,39.071083,15,0.9999999999999699,,
313,graceland,307,28.092182,35.90759,6,0.9999999999999699,,
314,russian_standard_st_petersburg,308,68.64208,-9.305987,13,0.9999999999999699,,
315,malfy_gin_rosa,309,50.926437,-2.181743,7,0.9999999999999699,,
316,rhino,310,33.231853,0.764482,7,0.9999999999999699,,
317,jansz_non_vintage,311,35.54067,28.9147,22,0.9999999999999699,,
318,feather_hound_gin,312,28.521984,7.326968,8,0.9999999999999699,,
319,20_standard_drinks,313,70.920166,-10.095649,6,0.9999999999999699,,
320,cabernet_sauvignon_margaret_river,314,21.581991,57.28097,11,0.9999999999999699,,
321,distillery,315,0.17031932,3.3406088,15,0.9999999999999699,,
322,impact,316,-24.58959,21.280079,15,0.9999999999999699,,
323,practices,317,-2.1725242,32.883347,6,0.9999999999999699,,
324,rock_rock,318,38.09247,71.083885,5,0.9999999999999699,,
325,chardonnay_mornington_peninsula_australia,319,4.59127,61.500824,8,0.9999999999999699,,
326,massoni,320,52.005695,28.653028,7,0.9999999999999699,,
327,restores,321,12.919446,3.2371125,6,0.9999999999999699,,
328,decaffeinated,322,-54.385166,-40.1666,22,0.9999999999999699,,
329,window,323,39.458046,21.353931,22,0.9999999999999699,,
330,winemaking_techniques,324,6.8574286,12.485826,5,0.9999999999999699,,
331,production,325,-16.96808,37.899982,29,0.9999999999999699,,
332,patented,326,-12.843878,23.93099,12,0.9999999999999699,,
333,chambord,327,49.80375,-12.166837,12,0.9999999999999699,,
334,prosecco_italy,328,44.75215,47.703484,13,0.9999999999999699,,
335,archie_rose_signature,329,43.398838,43.300865,11,0.9999999999999699,,
336,veuve_clicquot,330,58.211166,50.721867,17,0.9999999999999699,,
337,thomas,331,26.817062,-48.060318,15,0.9999999999999699,,
338,white_rabbit_white,332,0.1005077,7.1946197,15,0.9999999999999699,,
339,339,333,20.27552,83.28182,6,0.9999999999999699,,
340,chandon_rose,334,40.518055,30.406223,7,0.9999999999999699,,
341,grey_goose,335,65.159805,-1.2613654,29,0.9999999999999699,,
342,2_baby_followon,336,53.456753,50.386738,10,0.9999999999999699,,
343,blue_vinyl_label,337,60.086823,44.03833,5,0.9999999999999699,,
344,starward_nova_single_malt,338,66.44158,20.414473,5,0.9999999999999699,,
345,haze,339,65.306595,-27.898474,11,0.9999999999999699,,
347,shiraz_south_australia_australia,341,-1.3830295,61.50797,29,0.9999999999999699,,
348,heathcote,342,17.519934,38.111073,26,0.9999999999999699,,
349,mumm_cordon_rouge_brut,343,32.83629,35.236294,17,0.9999999999999699,,
350,courtesy,344,21.705503,22.726292,6,0.9999999999999699,,
351,haribo_goldbears,345,23.220198,-15.580941,9,0.9999999999999699,,
352,cabernet_sauvignon_barossa_valley,346,21.395948,56.07798,7,0.9999999999999699,,
353,335,347,19.611961,83.680954,15,0.9999999999999699,,
354,writtenby_d,348,-51.599014,41.147434,5,0.9999999999999699,,
355,friction,349,-3.6813405,31.278625,8,0.9999999999999699,,
356,432,350,22.793407,85.05422,11,0.9999999999999699,,
357,"bottle

",351,10.542621,71.74324,5,0.9999999999999699,,
358,pine_forest,352,14.251105,3.8531835,5,0.9999999999999699,,
359,"blues_

tracklist
a1",353,40.94358,66.972725,5,0.9999999999999699,,
360,earbuds,354,31.643343,22.898682,7,0.9999999999999699,,
361,standard_enchanted_keepsake_vase,355,70.17824,-9.302773,5,0.9999999999999699,,
362,smiths_lane_sauvignon_blanc,356,19.520649,52.36727,8,0.9999999999999699,,
363,muscular_aches,357,-63.0263,18.094435,5,0.9999999999999699,,
364,drawn,358,-35.249447,34.586273,6,0.9999999999999699,,
365,vaginal,359,7.475642,-26.668293,5,0.9999999999999699,,
366,534,360,20.419397,87.51846,6,0.9999999999999699,,
367,shampoo_400ml,361,49.57248,5.937396,15,0.9999999999999699,,
368,hall,362,5.0115547,53.266476,8,0.9999999999999699,,
369,jamaica_blue_mountain,363,-33.2394,43.23643,7,0.9999999999999699,,
370,hazy_ipa,364,65.78292,-29.207848,15,0.9999999999999699,,
371,brain_health,365,30.695314,16.782099,5,0.9999999999999699,,
372,grey_goose_vodka,366,65.38321,-1.8248926,51,0.9999999999999699,,
373,antipodes_sparkling_water,367,6.3941436,-2.430995,17,0.9999999999999699,,
374,grip,368,29.016613,-40.592915,21,0.9999999999999699,,
375,sunburn,369,-14.77147,-6.2479,5,0.9999999999999699,,
376,lipton_peach_iced_tea,370,0.7980277,-67.691864,51,0.9999999999999699,lipton,
377,contains_38_alcohol,371,1.3592359,80.55243,5,0.9999999999999699,,
378,abv_125,372,6.952636,86.173615,7,0.9999999999999699,,
379,head_shoulders,373,76.07444,11.321771,14,0.9999999999999699,,
380,horses,374,-18.628004,51.83675,6,0.9999999999999699,,
381,bleeding_heart_sauvignon_blanc,375,22.03902,53.43219,8,0.9999999999999699,,
382,continental_triple_sec,376,-15.273251,34.691498,9,0.9999999999999699,,
383,ya_gao,377,46.425503,-27.277235,5,0.9999999999999699,,
384,scene,378,-27.904396,58.8413,17,0.9999999999999699,,
385,face_body,379,36.37613,5.6960864,13,0.9999999999999699,,
386,robert_oatley,380,-31.247227,33.786137,17,0.9999999999999699,,
387,bucket_boys,381,31.406023,-2.739156,9,0.9999999999999699,,
388,cetaphil,382,52.932087,19.619537,5,0.9999999999999699,,
389,climate,383,-5.577347,0.8878626,16,0.9999999999999699,,
390,pascall,384,42.347816,17.969,21,0.9999999999999699,,
391,eden_valley,385,0.044397585,55.210785,7,0.9999999999999699,,
392,fruit_juiced,386,-49.500504,-4.822446,6,0.9999999999999699,,
393,rockridge,387,-43.95096,59.46797,7,0.9999999999999699,,
394,heineken_6,388,-20.183743,80.198,41,0.9999999999999699,heineken,heineken_default
395,gels,389,13.929175,16.36795,5,0.9999999999999699,,
